layer,mean_abs_gamma,mean_abs_beta,activation,optimizer,seed,epoch
stages.7.bn2,0.9398704767227173,0.0829039141535759,relu,adamw,2,24
stem_bn,1.0081291198730469,0.030569996684789658,gelu,adamw,0,0
stages.0.bn1,1.009047031402588,0.02461664006114006,gelu,adamw,0,0
stages.0.bn2,1.0019052028656006,0.018933383747935295,gelu,adamw,0,0
stages.1.bn1,1.0077247619628906,0.023014584556221962,gelu,adamw,0,0
stages.1.bn2,0.9899475574493408,0.018827907741069794,gelu,adamw,0,0
stages.2.bn1,1.0038410425186157,0.01660548709332943,gelu,adamw,0,0
stages.2.bn2,0.9948058724403381,0.014126306399703026,gelu,adamw,0,0
stages.2.shortcut.1,1.020613431930542,0.014126306399703026,gelu,adamw,0,0
stages.3.bn1,1.0010795593261719,0.016129299998283386,gelu,adamw,0,0
stages.3.bn2,0.9799531698226929,0.014171214774250984,gelu,adamw,0,0
stages.4.bn1,1.0000481605529785,0.013361882418394089,gelu,adamw,0,0
stages.4.bn2,0.9991332292556763,0.012768890708684921,gelu,adamw,0,0
stages.4.shortcut.1,1.0220556259155273,0.012768890708684921,gelu,adamw,0,0
stages.5.bn1,1.001508116722107,0.014051214791834354,gelu,adamw,0,0
stages.5.bn2,0.9763741493225098,0.013867543078958988,gelu,adamw,0,0
stages.6.bn1,1.0007586479187012,0.011988065205514431,gelu,adamw,0,0
stages.6.bn2,0.9842125177383423,0.013228890486061573,gelu,adamw,0,0
stages.6.shortcut.1,0.9975999593734741,0.013228890486061573,gelu,adamw,0,0
stages.7.bn1,0.9984031319618225,0.012813031673431396,gelu,adamw,0,0
stages.7.bn2,0.9844456911087036,0.014756394550204277,gelu,adamw,0,0
stem_bn,0.9921059012413025,0.10852883756160736,gelu,adamw,0,6
stages.0.bn1,1.0374970436096191,0.1001114770770073,gelu,adamw,0,6
stages.0.bn2,1.0255346298217773,0.08961974829435349,gelu,adamw,0,6
stages.1.bn1,1.041210412979126,0.17122682929039001,gelu,adamw,0,6
stages.1.bn2,0.9966175556182861,0.09859678149223328,gelu,adamw,0,6
stages.2.bn1,1.0167312622070312,0.12899433076381683,gelu,adamw,0,6
stages.2.bn2,1.0064702033996582,0.10130760073661804,gelu,adamw,0,6
stages.2.shortcut.1,0.9973701238632202,0.10130760073661804,gelu,adamw,0,6
stages.3.bn1,1.0099369287490845,0.16764891147613525,gelu,adamw,0,6
stages.3.bn2,0.9586143493652344,0.13513126969337463,gelu,adamw,0,6
stages.4.bn1,1.0088626146316528,0.15139615535736084,gelu,adamw,0,6
stages.4.bn2,1.0278315544128418,0.09268436580896378,gelu,adamw,0,6
stages.4.shortcut.1,1.0061672925949097,0.09268436580896378,gelu,adamw,0,6
stages.5.bn1,1.0099599361419678,0.15466877818107605,gelu,adamw,0,6
stages.5.bn2,0.9273520708084106,0.12384943664073944,gelu,adamw,0,6
stages.6.bn1,1.0004552602767944,0.1065930724143982,gelu,adamw,0,6
stages.6.bn2,0.9801696538925171,0.05874737352132797,gelu,adamw,0,6
stages.6.shortcut.1,0.9956545829772949,0.05874737352132797,gelu,adamw,0,6
stages.7.bn1,0.9971446990966797,0.07202240079641342,gelu,adamw,0,6
stages.7.bn2,0.9443649053573608,0.06307841837406158,gelu,adamw,0,6
stem_bn,0.982390284538269,0.13430067896842957,gelu,adamw,0,12
stages.0.bn1,1.044358491897583,0.13571485877037048,gelu,adamw,0,12
stages.0.bn2,1.0357334613800049,0.11298839747905731,gelu,adamw,0,12
stages.1.bn1,1.0507781505584717,0.2264866977930069,gelu,adamw,0,12
stages.1.bn2,1.0002641677856445,0.1267700493335724,gelu,adamw,0,12
stages.2.bn1,1.0201297998428345,0.17994843423366547,gelu,adamw,0,12
stages.2.bn2,1.0120391845703125,0.14489662647247314,gelu,adamw,0,12
stages.2.shortcut.1,0.9700920581817627,0.14489662647247314,gelu,adamw,0,12
stages.3.bn1,1.0134449005126953,0.23918454349040985,gelu,adamw,0,12
stages.3.bn2,0.9654821157455444,0.18413566052913666,gelu,adamw,0,12
stages.4.bn1,1.0108177661895752,0.21892809867858887,gelu,adamw,0,12
stages.4.bn2,1.0347234010696411,0.15495622158050537,gelu,adamw,0,12
stages.4.shortcut.1,0.9683036804199219,0.15495622158050537,gelu,adamw,0,12
stages.5.bn1,1.0046495199203491,0.2521422207355499,gelu,adamw,0,12
stages.5.bn2,0.9347902536392212,0.17942708730697632,gelu,adamw,0,12
stages.6.bn1,0.9993582367897034,0.17148980498313904,gelu,adamw,0,12
stages.6.bn2,0.9975665211677551,0.07695421576499939,gelu,adamw,0,12
stages.6.shortcut.1,0.9921023845672607,0.07695421576499939,gelu,adamw,0,12
stages.7.bn1,0.9910684823989868,0.10377726703882217,gelu,adamw,0,12
stages.7.bn2,0.9307677745819092,0.0808887928724289,gelu,adamw,0,12
stem_bn,0.9801940321922302,0.13898886740207672,gelu,adamw,0,18
stages.0.bn1,1.0476278066635132,0.1454058438539505,gelu,adamw,0,18
stages.0.bn2,1.038159966468811,0.11769555509090424,gelu,adamw,0,18
stages.1.bn1,1.0540465116500854,0.24057993292808533,gelu,adamw,0,18
stages.1.bn2,1.0035033226013184,0.13251449167728424,gelu,adamw,0,18
stages.2.bn1,1.0214649438858032,0.1940624713897705,gelu,adamw,0,18
stages.2.bn2,1.0144176483154297,0.15765613317489624,gelu,adamw,0,18
stages.2.shortcut.1,0.9568531513214111,0.15765613317489624,gelu,adamw,0,18
stages.3.bn1,1.0141892433166504,0.25965073704719543,gelu,adamw,0,18
stages.3.bn2,0.9732691645622253,0.19407814741134644,gelu,adamw,0,18
stages.4.bn1,1.0117038488388062,0.23651999235153198,gelu,adamw,0,18
stages.4.bn2,1.03611159324646,0.1755179762840271,gelu,adamw,0,18
stages.4.shortcut.1,0.950493335723877,0.1755179762840271,gelu,adamw,0,18
stages.5.bn1,1.0055623054504395,0.2810991406440735,gelu,adamw,0,18
stages.5.bn2,0.9450871348381042,0.19317489862442017,gelu,adamw,0,18
stages.6.bn1,0.9999319314956665,0.19032016396522522,gelu,adamw,0,18
stages.6.bn2,1.0124008655548096,0.07782699912786484,gelu,adamw,0,18
stages.6.shortcut.1,0.9948321580886841,0.07782699912786484,gelu,adamw,0,18
stages.7.bn1,0.9857041835784912,0.11782251298427582,gelu,adamw,0,18
stages.7.bn2,0.9344053268432617,0.08082272112369537,gelu,adamw,0,18
stem_bn,0.9799997806549072,0.13898125290870667,gelu,adamw,0,24
stages.0.bn1,1.0481665134429932,0.14601367712020874,gelu,adamw,0,24
stages.0.bn2,1.0384286642074585,0.11832355707883835,gelu,adamw,0,24
stages.1.bn1,1.054382562637329,0.24110162258148193,gelu,adamw,0,24
stages.1.bn2,1.0039384365081787,0.13260388374328613,gelu,adamw,0,24
stages.2.bn1,1.0214338302612305,0.19524019956588745,gelu,adamw,0,24
stages.2.bn2,1.0146687030792236,0.15873169898986816,gelu,adamw,0,24
stages.2.shortcut.1,0.9549301862716675,0.15873169898986816,gelu,adamw,0,24
stages.3.bn1,1.0144433975219727,0.26128849387168884,gelu,adamw,0,24
stages.3.bn2,0.9745225310325623,0.19428566098213196,gelu,adamw,0,24
stages.4.bn1,1.011725902557373,0.23808827996253967,gelu,adamw,0,24
stages.4.bn2,1.0364136695861816,0.17746379971504211,gelu,adamw,0,24
stages.4.shortcut.1,0.9473494291305542,0.17746379971504211,gelu,adamw,0,24
stages.5.bn1,1.005944848060608,0.28367340564727783,gelu,adamw,0,24
stages.5.bn2,0.9478956460952759,0.19403204321861267,gelu,adamw,0,24
stages.6.bn1,1.0001147985458374,0.19244886934757233,gelu,adamw,0,24
stages.6.bn2,1.0167046785354614,0.07621768862009048,gelu,adamw,0,24
stages.6.shortcut.1,0.9957857131958008,0.07621768862009048,gelu,adamw,0,24
stages.7.bn1,0.9840712547302246,0.11955295503139496,gelu,adamw,0,24
stages.7.bn2,0.939332902431488,0.07850688695907593,gelu,adamw,0,24
stem_bn,1.0062918663024902,0.0330241322517395,gelu,adamw,1,0
stages.0.bn1,1.0084433555603027,0.02363303303718567,gelu,adamw,1,0
stages.0.bn2,1.003572940826416,0.016945339739322662,gelu,adamw,1,0
stages.1.bn1,1.0103554725646973,0.022146672010421753,gelu,adamw,1,0
stages.1.bn2,0.9896491765975952,0.020111585035920143,gelu,adamw,1,0
stages.2.bn1,1.003786325454712,0.014312472194433212,gelu,adamw,1,0
stages.2.bn2,1.0019385814666748,0.010759852826595306,gelu,adamw,1,0
stages.2.shortcut.1,1.0164003372192383,0.010759852826595306,gelu,adamw,1,0
stages.3.bn1,1.0016511678695679,0.014961909502744675,gelu,adamw,1,0
stages.3.bn2,0.9755457043647766,0.014012457802891731,gelu,adamw,1,0
stages.4.bn1,0.9998857975006104,0.015735458582639694,gelu,adamw,1,0
stages.4.bn2,1.0008068084716797,0.011315464973449707,gelu,adamw,1,0
stages.4.shortcut.1,1.0176353454589844,0.011315464973449707,gelu,adamw,1,0
stages.5.bn1,1.000510811805725,0.01673922874033451,gelu,adamw,1,0
stages.5.bn2,0.977853000164032,0.015566717833280563,gelu,adamw,1,0
stages.6.bn1,1.0001147985458374,0.011200698092579842,gelu,adamw,1,0
stages.6.bn2,0.9828004240989685,0.013318904675543308,gelu,adamw,1,0
stages.6.shortcut.1,0.9982478618621826,0.013318904675543308,gelu,adamw,1,0
stages.7.bn1,0.9995862245559692,0.0121623445302248,gelu,adamw,1,0
stages.7.bn2,0.9835588932037354,0.014580179937183857,gelu,adamw,1,0
stem_bn,0.980209231376648,0.11720573902130127,gelu,adamw,1,6
stages.0.bn1,1.0375785827636719,0.09285608679056168,gelu,adamw,1,6
stages.0.bn2,1.0288141965866089,0.08192621171474457,gelu,adamw,1,6
stages.1.bn1,1.0407946109771729,0.1561984270811081,gelu,adamw,1,6
stages.1.bn2,1.0003864765167236,0.11900109052658081,gelu,adamw,1,6
stages.2.bn1,1.0148160457611084,0.1168549507856369,gelu,adamw,1,6
stages.2.bn2,1.0243730545043945,0.08158224076032639,gelu,adamw,1,6
stages.2.shortcut.1,0.9963250756263733,0.08158224076032639,gelu,adamw,1,6
stages.3.bn1,1.0166730880737305,0.16561521589756012,gelu,adamw,1,6
stages.3.bn2,0.9418278336524963,0.11524179577827454,gelu,adamw,1,6
stages.4.bn1,1.0056142807006836,0.15608680248260498,gelu,adamw,1,6
stages.4.bn2,1.033229112625122,0.09633848071098328,gelu,adamw,1,6
stages.4.shortcut.1,0.9880979657173157,0.09633848071098328,gelu,adamw,1,6
stages.5.bn1,1.0144081115722656,0.16465651988983154,gelu,adamw,1,6
stages.5.bn2,0.9327791929244995,0.13143229484558105,gelu,adamw,1,6
stages.6.bn1,0.9980497360229492,0.12868501245975494,gelu,adamw,1,6
stages.6.bn2,0.9777902960777283,0.06142725050449371,gelu,adamw,1,6
stages.6.shortcut.1,0.9909307360649109,0.06142725050449371,gelu,adamw,1,6
stages.7.bn1,1.001699686050415,0.06907594203948975,gelu,adamw,1,6
stages.7.bn2,0.9436304569244385,0.06349140405654907,gelu,adamw,1,6
stem_bn,0.9670858383178711,0.1434468775987625,gelu,adamw,1,12
stages.0.bn1,1.0466594696044922,0.12259671837091446,gelu,adamw,1,12
stages.0.bn2,1.0367796421051025,0.10593127459287643,gelu,adamw,1,12
stages.1.bn1,1.0525182485580444,0.21222791075706482,gelu,adamw,1,12
stages.1.bn2,1.0089317560195923,0.15722545981407166,gelu,adamw,1,12
stages.2.bn1,1.018059253692627,0.16877681016921997,gelu,adamw,1,12
stages.2.bn2,1.0318591594696045,0.12148523330688477,gelu,adamw,1,12
stages.2.shortcut.1,0.9714373350143433,0.12148523330688477,gelu,adamw,1,12
stages.3.bn1,1.0199054479599,0.24062936007976532,gelu,adamw,1,12
stages.3.bn2,0.9430339336395264,0.1653423011302948,gelu,adamw,1,12
stages.4.bn1,1.0076987743377686,0.22983670234680176,gelu,adamw,1,12
stages.4.bn2,1.0402556657791138,0.16150280833244324,gelu,adamw,1,12
stages.4.shortcut.1,0.9477946758270264,0.16150280833244324,gelu,adamw,1,12
stages.5.bn1,1.009915828704834,0.26374685764312744,gelu,adamw,1,12
stages.5.bn2,0.9425777196884155,0.19339177012443542,gelu,adamw,1,12
stages.6.bn1,0.9969173669815063,0.19425517320632935,gelu,adamw,1,12
stages.6.bn2,0.9955089092254639,0.08171603083610535,gelu,adamw,1,12
stages.6.shortcut.1,0.9858318567276001,0.08171603083610535,gelu,adamw,1,12
stages.7.bn1,0.9989010095596313,0.10267506539821625,gelu,adamw,1,12
stages.7.bn2,0.9307134747505188,0.08185885101556778,gelu,adamw,1,12
stem_bn,0.962557852268219,0.1500975489616394,gelu,adamw,1,18
stages.0.bn1,1.050085186958313,0.131852388381958,gelu,adamw,1,18
stages.0.bn2,1.0400662422180176,0.11180415004491806,gelu,adamw,1,18
stages.1.bn1,1.055846095085144,0.22845596075057983,gelu,adamw,1,18
stages.1.bn2,1.012327790260315,0.16606895625591278,gelu,adamw,1,18
stages.2.bn1,1.0190200805664062,0.1812242865562439,gelu,adamw,1,18
stages.2.bn2,1.0346651077270508,0.13214844465255737,gelu,adamw,1,18
stages.2.shortcut.1,0.9584932923316956,0.13214844465255737,gelu,adamw,1,18
stages.3.bn1,1.021205186843872,0.2609407603740692,gelu,adamw,1,18
stages.3.bn2,0.9495428800582886,0.17554306983947754,gelu,adamw,1,18
stages.4.bn1,1.0089192390441895,0.24961279332637787,gelu,adamw,1,18
stages.4.bn2,1.0424423217773438,0.18145652115345,gelu,adamw,1,18
stages.4.shortcut.1,0.9291757941246033,0.18145652115345,gelu,adamw,1,18
stages.5.bn1,1.009128451347351,0.29158321022987366,gelu,adamw,1,18
stages.5.bn2,0.9517140984535217,0.2094629853963852,gelu,adamw,1,18
stages.6.bn1,0.9975439310073853,0.2127729058265686,gelu,adamw,1,18
stages.6.bn2,1.0104368925094604,0.08291666954755783,gelu,adamw,1,18
stages.6.shortcut.1,0.9871323108673096,0.08291666954755783,gelu,adamw,1,18
stages.7.bn1,0.9949336051940918,0.11788541823625565,gelu,adamw,1,18
stages.7.bn2,0.9385912418365479,0.08083188533782959,gelu,adamw,1,18
stem_bn,0.962573230266571,0.1504247486591339,gelu,adamw,1,24
stages.0.bn1,1.0503915548324585,0.1327465921640396,gelu,adamw,1,24
stages.0.bn2,1.040212869644165,0.11156406998634338,gelu,adamw,1,24
stages.1.bn1,1.0563684701919556,0.2295791208744049,gelu,adamw,1,24
stages.1.bn2,1.0123631954193115,0.16656965017318726,gelu,adamw,1,24
stages.2.bn1,1.0190634727478027,0.18231666088104248,gelu,adamw,1,24
stages.2.bn2,1.0349950790405273,0.13279858231544495,gelu,adamw,1,24
stages.2.shortcut.1,0.9568688869476318,0.13279858231544495,gelu,adamw,1,24
stages.3.bn1,1.0213851928710938,0.2625890076160431,gelu,adamw,1,24
stages.3.bn2,0.9505561590194702,0.17585526406764984,gelu,adamw,1,24
stages.4.bn1,1.0091631412506104,0.2508995234966278,gelu,adamw,1,24
stages.4.bn2,1.0426808595657349,0.18354517221450806,gelu,adamw,1,24
stages.4.shortcut.1,0.9261313676834106,0.18354517221450806,gelu,adamw,1,24
stages.5.bn1,1.0093843936920166,0.2940812408924103,gelu,adamw,1,24
stages.5.bn2,0.9542060494422913,0.21045581996440887,gelu,adamw,1,24
stages.6.bn1,0.9977173805236816,0.21445052325725555,gelu,adamw,1,24
stages.6.bn2,1.0145584344863892,0.08134123682975769,gelu,adamw,1,24
stages.6.shortcut.1,0.9880249500274658,0.08134123682975769,gelu,adamw,1,24
stages.7.bn1,0.9940035343170166,0.1194976270198822,gelu,adamw,1,24
stages.7.bn2,0.9443047046661377,0.07839018106460571,gelu,adamw,1,24
stem_bn,1.0084888935089111,0.03257589414715767,gelu,adamw,2,0
stages.0.bn1,1.0085994005203247,0.018993675708770752,gelu,adamw,2,0
stages.0.bn2,1.0012736320495605,0.016394589096307755,gelu,adamw,2,0
stages.1.bn1,1.007641315460205,0.023688334971666336,gelu,adamw,2,0
stages.1.bn2,0.9896801114082336,0.025665849447250366,gelu,adamw,2,0
stages.2.bn1,1.0040690898895264,0.01484255027025938,gelu,adamw,2,0
stages.2.bn2,0.998275637626648,0.014285210520029068,gelu,adamw,2,0
stages.2.shortcut.1,1.0180199146270752,0.014285210520029068,gelu,adamw,2,0
stages.3.bn1,1.0030218362808228,0.018871957436203957,gelu,adamw,2,0
stages.3.bn2,0.9735231399536133,0.015125206671655178,gelu,adamw,2,0
stages.4.bn1,0.999280571937561,0.01872107945382595,gelu,adamw,2,0
stages.4.bn2,1.0012613534927368,0.014026017859578133,gelu,adamw,2,0
stages.4.shortcut.1,1.0203537940979004,0.014026017859578133,gelu,adamw,2,0
stages.5.bn1,1.0006084442138672,0.015193181112408638,gelu,adamw,2,0
stages.5.bn2,0.9723415374755859,0.015562029555439949,gelu,adamw,2,0
stages.6.bn1,1.0003358125686646,0.013890390284359455,gelu,adamw,2,0
stages.6.bn2,0.979889988899231,0.013018665835261345,gelu,adamw,2,0
stages.6.shortcut.1,0.9999130964279175,0.013018665835261345,gelu,adamw,2,0
stages.7.bn1,0.9987252354621887,0.0163507591933012,gelu,adamw,2,0
stages.7.bn2,0.9817719459533691,0.014434866607189178,gelu,adamw,2,0
stem_bn,0.9826591610908508,0.1078929528594017,gelu,adamw,2,6
stages.0.bn1,1.03580904006958,0.09016577154397964,gelu,adamw,2,6
stages.0.bn2,1.0293550491333008,0.08245871961116791,gelu,adamw,2,6
stages.1.bn1,1.0405051708221436,0.13739776611328125,gelu,adamw,2,6
stages.1.bn2,0.9945455193519592,0.1409459114074707,gelu,adamw,2,6
stages.2.bn1,1.0162959098815918,0.11731984466314316,gelu,adamw,2,6
stages.2.bn2,1.0084798336029053,0.08762438595294952,gelu,adamw,2,6
stages.2.shortcut.1,0.9996604919433594,0.08762438595294952,gelu,adamw,2,6
stages.3.bn1,1.0160285234451294,0.18624892830848694,gelu,adamw,2,6
stages.3.bn2,0.9541352987289429,0.12023944407701492,gelu,adamw,2,6
stages.4.bn1,1.0085926055908203,0.1620231568813324,gelu,adamw,2,6
stages.4.bn2,1.0366096496582031,0.10098452121019363,gelu,adamw,2,6
stages.4.shortcut.1,0.9900674819946289,0.10098452121019363,gelu,adamw,2,6
stages.5.bn1,1.0158970355987549,0.16506440937519073,gelu,adamw,2,6
stages.5.bn2,0.9329830408096313,0.13152703642845154,gelu,adamw,2,6
stages.6.bn1,1.0052828788757324,0.14089491963386536,gelu,adamw,2,6
stages.6.bn2,0.9863698482513428,0.059640444815158844,gelu,adamw,2,6
stages.6.shortcut.1,0.9883981943130493,0.059640444815158844,gelu,adamw,2,6
stages.7.bn1,1.0046262741088867,0.06745146214962006,gelu,adamw,2,6
stages.7.bn2,0.940024733543396,0.06413884460926056,gelu,adamw,2,6
stem_bn,0.9647740125656128,0.1364917904138565,gelu,adamw,2,12
stages.0.bn1,1.0423989295959473,0.12174858152866364,gelu,adamw,2,12
stages.0.bn2,1.0392946004867554,0.10829995572566986,gelu,adamw,2,12
stages.1.bn1,1.0521868467330933,0.18397895991802216,gelu,adamw,2,12
stages.1.bn2,1.0035821199417114,0.18132582306861877,gelu,adamw,2,12
stages.2.bn1,1.0199209451675415,0.1673227697610855,gelu,adamw,2,12
stages.2.bn2,1.0157767534255981,0.13165777921676636,gelu,adamw,2,12
stages.2.shortcut.1,0.9688871502876282,0.13165777921676636,gelu,adamw,2,12
stages.3.bn1,1.0166451930999756,0.26445677876472473,gelu,adamw,2,12
stages.3.bn2,0.9609494209289551,0.16845664381980896,gelu,adamw,2,12
stages.4.bn1,1.0114514827728271,0.2324236035346985,gelu,adamw,2,12
stages.4.bn2,1.0461757183074951,0.1617824286222458,gelu,adamw,2,12
stages.4.shortcut.1,0.9515514373779297,0.1617824286222458,gelu,adamw,2,12
stages.5.bn1,1.0152455568313599,0.2581585645675659,gelu,adamw,2,12
stages.5.bn2,0.9366049766540527,0.1889229416847229,gelu,adamw,2,12
stages.6.bn1,1.005356788635254,0.2044171541929245,gelu,adamw,2,12
stages.6.bn2,1.0083566904067993,0.07886675745248795,gelu,adamw,2,12
stages.6.shortcut.1,0.9820165038108826,0.07886675745248795,gelu,adamw,2,12
stages.7.bn1,0.9988458156585693,0.0986422449350357,gelu,adamw,2,12
stages.7.bn2,0.9267262816429138,0.08248095214366913,gelu,adamw,2,12
stem_bn,0.9610910415649414,0.14178568124771118,gelu,adamw,2,18
stages.0.bn1,1.045261025428772,0.1311677247285843,gelu,adamw,2,18
stages.0.bn2,1.042387843132019,0.11328035593032837,gelu,adamw,2,18
stages.1.bn1,1.0553183555603027,0.1956435889005661,gelu,adamw,2,18
stages.1.bn2,1.0080101490020752,0.18848799169063568,gelu,adamw,2,18
stages.2.bn1,1.021162748336792,0.17950502038002014,gelu,adamw,2,18
stages.2.bn2,1.0195393562316895,0.14295394718647003,gelu,adamw,2,18
stages.2.shortcut.1,0.9554063677787781,0.14295394718647003,gelu,adamw,2,18
stages.3.bn1,1.0171371698379517,0.28382986783981323,gelu,adamw,2,18
stages.3.bn2,0.9672951698303223,0.17895901203155518,gelu,adamw,2,18
stages.4.bn1,1.0119678974151611,0.2516370117664337,gelu,adamw,2,18
stages.4.bn2,1.0474804639816284,0.18055805563926697,gelu,adamw,2,18
stages.4.shortcut.1,0.9353344440460205,0.18055805563926697,gelu,adamw,2,18
stages.5.bn1,1.0141642093658447,0.2883642911911011,gelu,adamw,2,18
stages.5.bn2,0.9444762468338013,0.2035849690437317,gelu,adamw,2,18
stages.6.bn1,1.005826473236084,0.22290223836898804,gelu,adamw,2,18
stages.6.bn2,1.0253647565841675,0.08005773276090622,gelu,adamw,2,18
stages.6.shortcut.1,0.9836851358413696,0.08005773276090622,gelu,adamw,2,18
stages.7.bn1,0.9901158213615417,0.1151888519525528,gelu,adamw,2,18
stages.7.bn2,0.9310190081596375,0.08212515711784363,gelu,adamw,2,18
stem_bn,0.9608107209205627,0.14217031002044678,gelu,adamw,2,24
stages.0.bn1,1.0453059673309326,0.13171207904815674,gelu,adamw,2,24
stages.0.bn2,1.0427794456481934,0.11323373764753342,gelu,adamw,2,24
stages.1.bn1,1.0557587146759033,0.19657522439956665,gelu,adamw,2,24
stages.1.bn2,1.008913278579712,0.18840131163597107,gelu,adamw,2,24
stages.2.bn1,1.0212322473526,0.18054258823394775,gelu,adamw,2,24
stages.2.bn2,1.01988685131073,0.14405199885368347,gelu,adamw,2,24
stages.2.shortcut.1,0.9528396725654602,0.14405199885368347,gelu,adamw,2,24
stages.3.bn1,1.017279863357544,0.2852708101272583,gelu,adamw,2,24
stages.3.bn2,0.9688793420791626,0.17929032444953918,gelu,adamw,2,24
stages.4.bn1,1.0122262239456177,0.2526818513870239,gelu,adamw,2,24
stages.4.bn2,1.0476231575012207,0.18256890773773193,gelu,adamw,2,24
stages.4.shortcut.1,0.9323462843894958,0.18256890773773193,gelu,adamw,2,24
stages.5.bn1,1.0141732692718506,0.2912493348121643,gelu,adamw,2,24
stages.5.bn2,0.9468128085136414,0.2044876217842102,gelu,adamw,2,24
stages.6.bn1,1.0058813095092773,0.22477956116199493,gelu,adamw,2,24
stages.6.bn2,1.0294280052185059,0.07904665917158127,gelu,adamw,2,24
stages.6.shortcut.1,0.9842296838760376,0.07904665917158127,gelu,adamw,2,24
stages.7.bn1,0.9877982139587402,0.11744143068790436,gelu,adamw,2,24
