arch,alpha,seed,layer_idx,n_layers,active_frac
resnet18,20.0,5,6,17,0.29620361328125
resnet18,20.0,5,7,17,0.05225372314453125
resnet18,20.0,5,8,17,0.042022705078125
resnet18,20.0,5,9,17,0.0739593505859375
resnet18,20.0,5,10,17,0.0726165771484375
resnet18,20.0,5,11,17,0.0
resnet18,20.0,5,12,17,0.000213623046875
resnet18,20.0,5,13,17,0.0
resnet18,20.0,5,14,17,0.0
resnet18,20.0,5,15,17,0.0
resnet18,20.0,5,16,17,0.0
resnet18,40.0,5,0,17,0.19444656372070312
resnet18,40.0,5,1,17,0.09910964965820312
resnet18,40.0,5,2,17,0.021297454833984375
resnet18,40.0,5,3,17,0.10385894775390625
resnet18,40.0,5,4,17,0.002696990966796875
resnet18,40.0,5,5,17,0.117279052734375
resnet18,40.0,5,6,17,0.10897064208984375
resnet18,40.0,5,7,17,0.000457763671875
resnet18,40.0,5,8,17,0.00908660888671875
resnet18,40.0,5,9,17,0.0010223388671875
resnet18,40.0,5,10,17,0.003509521484375
resnet18,40.0,5,11,17,0.0
resnet18,40.0,5,12,17,1.52587890625e-05
resnet18,40.0,5,13,17,0.0
resnet18,40.0,5,14,17,0.0
resnet18,40.0,5,15,17,0.0
resnet18,40.0,5,16,17,0.0
resnet18,1.0,6,0,17,1.0
resnet18,1.0,6,1,17,1.0
resnet18,1.0,6,2,17,1.0
resnet18,1.0,6,3,17,1.0
resnet18,1.0,6,4,17,1.0
resnet18,1.0,6,5,17,1.0
resnet18,1.0,6,6,17,1.0
resnet18,1.0,6,7,17,1.0
resnet18,1.0,6,8,17,1.0
resnet18,1.0,6,9,17,1.0
resnet18,1.0,6,10,17,1.0
resnet18,1.0,6,11,17,1.0
resnet18,1.0,6,12,17,1.0
resnet18,1.0,6,13,17,1.0
resnet18,1.0,6,14,17,1.0
resnet18,1.0,6,15,17,1.0
resnet18,1.0,6,16,17,1.0
resnet18,2.0,6,0,17,0.9998359680175781
resnet18,2.0,6,1,17,1.0
resnet18,2.0,6,2,17,1.0
resnet18,2.0,6,3,17,1.0
resnet18,2.0,6,4,17,1.0
resnet18,2.0,6,5,17,1.0
resnet18,2.0,6,6,17,1.0
resnet18,2.0,6,7,17,1.0
resnet18,2.0,6,8,17,1.0
resnet18,2.0,6,9,17,1.0
resnet18,2.0,6,10,17,1.0
resnet18,2.0,6,11,17,1.0
resnet18,2.0,6,12,17,1.0
resnet18,2.0,6,13,17,1.0
resnet18,2.0,6,14,17,1.0
resnet18,2.0,6,15,17,1.0
resnet18,2.0,6,16,17,1.0
resnet18,5.0,6,0,17,0.9067230224609375
resnet18,5.0,6,1,17,0.9997749328613281
resnet18,5.0,6,2,17,1.0
resnet18,5.0,6,3,17,0.9999008178710938
resnet18,5.0,6,4,17,1.0
resnet18,5.0,6,5,17,0.99969482421875
resnet18,5.0,6,6,17,0.9986419677734375
resnet18,5.0,6,7,17,1.0
resnet18,5.0,6,8,17,1.0
resnet18,5.0,6,9,17,1.0
resnet18,5.0,6,10,17,1.0
resnet18,5.0,6,11,17,1.0
resnet18,5.0,6,12,17,1.0
resnet18,5.0,6,13,17,1.0
resnet18,5.0,6,14,17,1.0
resnet18,5.0,6,15,17,1.0
resnet18,5.0,6,16,17,1.0
resnet18,10.0,6,0,17,0.6170387268066406
resnet18,10.0,6,1,17,0.8130455017089844
resnet18,10.0,6,2,17,0.9968414306640625
resnet18,10.0,6,3,17,0.790252685546875
resnet18,10.0,6,4,17,0.9989776611328125
resnet18,10.0,6,5,17,0.806732177734375
resnet18,10.0,6,6,17,0.7808074951171875
resnet18,10.0,6,7,17,0.9930419921875
resnet18,10.0,6,8,17,1.0
resnet18,10.0,6,9,17,0.993560791015625
resnet18,10.0,6,10,17,0.983795166015625
resnet18,10.0,6,11,17,1.0
resnet18,10.0,6,12,17,1.0
resnet18,10.0,6,13,17,1.0
resnet18,10.0,6,14,17,1.0
resnet18,10.0,6,15,17,1.0
resnet18,10.0,6,16,17,1.0
resnet18,20.0,6,0,17,0.3552589416503906
resnet18,20.0,6,1,17,0.30252838134765625
resnet18,20.0,6,2,17,0.14468002319335938
resnet18,20.0,6,3,17,0.2840118408203125
resnet18,20.0,6,4,17,0.04894256591796875
resnet18,20.0,6,5,17,0.3201141357421875
resnet18,20.0,6,6,17,0.31328582763671875
resnet18,20.0,6,7,17,0.0635223388671875
resnet18,20.0,6,8,17,0.04769134521484375
resnet18,20.0,6,9,17,0.0830078125
resnet18,20.0,6,10,17,0.082061767578125
resnet18,20.0,6,11,17,0.0
resnet18,20.0,6,12,17,0.0002288818359375
resnet18,20.0,6,13,17,0.0
resnet18,20.0,6,14,17,0.0
resnet18,20.0,6,15,17,0.0
resnet18,20.0,6,16,17,0.0
resnet18,40.0,6,0,17,0.19599533081054688
resnet18,40.0,6,1,17,0.11109161376953125
resnet18,40.0,6,2,17,0.0220794677734375
resnet18,40.0,6,3,17,0.09658050537109375
resnet18,40.0,6,4,17,0.002349853515625
resnet18,40.0,6,5,17,0.11684417724609375
resnet18,40.0,6,6,17,0.11998748779296875
resnet18,40.0,6,7,17,0.000579833984375
resnet18,40.0,6,8,17,0.0100860595703125
resnet18,40.0,6,9,17,0.00128173828125
resnet18,40.0,6,10,17,0.0040740966796875
resnet18,40.0,6,11,17,0.0
resnet18,40.0,6,12,17,4.57763671875e-05
resnet18,40.0,6,13,17,0.0
resnet18,40.0,6,14,17,0.0
resnet18,40.0,6,15,17,0.0
resnet18,40.0,6,16,17,0.0
resnet18,1.0,7,0,17,1.0
resnet18,1.0,7,1,17,1.0
resnet18,1.0,7,2,17,1.0
resnet18,1.0,7,3,17,1.0
resnet18,1.0,7,4,17,1.0
resnet18,1.0,7,5,17,1.0
resnet18,1.0,7,6,17,1.0
resnet18,1.0,7,7,17,1.0
resnet18,1.0,7,8,17,1.0
resnet18,1.0,7,9,17,1.0
resnet18,1.0,7,10,17,1.0
resnet18,1.0,7,11,17,1.0
resnet18,1.0,7,12,17,1.0
resnet18,1.0,7,13,17,1.0
resnet18,1.0,7,14,17,1.0
resnet18,1.0,7,15,17,1.0
resnet18,1.0,7,16,17,1.0
resnet18,2.0,7,0,17,0.9998550415039062
resnet18,2.0,7,1,17,1.0
resnet18,2.0,7,2,17,1.0
resnet18,2.0,7,3,17,1.0
resnet18,2.0,7,4,17,1.0
resnet18,2.0,7,5,17,1.0
resnet18,2.0,7,6,17,1.0
resnet18,2.0,7,7,17,1.0
resnet18,2.0,7,8,17,1.0
resnet18,2.0,7,9,17,1.0
resnet18,2.0,7,10,17,1.0
resnet18,2.0,7,11,17,1.0
resnet18,2.0,7,12,17,1.0
resnet18,2.0,7,13,17,1.0
resnet18,2.0,7,14,17,1.0
resnet18,2.0,7,15,17,1.0
resnet18,2.0,7,16,17,1.0
resnet18,5.0,7,0,17,0.9033355712890625
resnet18,5.0,7,1,17,0.999847412109375
resnet18,5.0,7,2,17,1.0
resnet18,5.0,7,3,17,0.9995803833007812
resnet18,5.0,7,4,17,1.0
resnet18,5.0,7,5,17,0.9996261596679688
resnet18,5.0,7,6,17,0.9986038208007812
resnet18,5.0,7,7,17,1.0
resnet18,5.0,7,8,17,1.0
resnet18,5.0,7,9,17,1.0
resnet18,5.0,7,10,17,1.0
resnet18,5.0,7,11,17,1.0
resnet18,5.0,7,12,17,1.0
resnet18,5.0,7,13,17,1.0
resnet18,5.0,7,14,17,1.0
resnet18,5.0,7,15,17,1.0
resnet18,5.0,7,16,17,1.0
resnet18,10.0,7,0,17,0.6150321960449219
resnet18,10.0,7,1,17,0.8083877563476562
resnet18,10.0,7,2,17,0.9992103576660156
resnet18,10.0,7,3,17,0.8042221069335938
resnet18,10.0,7,4,17,0.99786376953125
resnet18,10.0,7,5,17,0.80908203125
resnet18,10.0,7,6,17,0.7999496459960938
resnet18,10.0,7,7,17,0.990997314453125
resnet18,10.0,7,8,17,1.0
resnet18,10.0,7,9,17,0.98876953125
resnet18,10.0,7,10,17,0.9842987060546875
resnet18,10.0,7,11,17,1.0
resnet18,10.0,7,12,17,1.0
resnet18,10.0,7,13,17,1.0
resnet18,10.0,7,14,17,1.0
resnet18,10.0,7,15,17,1.0
resnet18,10.0,7,16,17,1.0
resnet18,20.0,7,0,17,0.355621337890625
resnet18,20.0,7,1,17,0.2949790954589844
resnet18,20.0,7,2,17,0.12693023681640625
resnet18,20.0,7,3,17,0.3078155517578125
resnet18,20.0,7,4,17,0.059078216552734375
resnet18,20.0,7,5,17,0.32784271240234375
resnet18,20.0,7,6,17,0.3310699462890625
resnet18,20.0,7,7,17,0.07183074951171875
resnet18,20.0,7,8,17,0.05159759521484375
resnet18,20.0,7,9,17,0.088714599609375
resnet18,20.0,7,10,17,0.0930328369140625
resnet18,20.0,7,11,17,0.0
resnet18,20.0,7,12,17,0.0003204345703125
resnet18,20.0,7,13,17,0.0
resnet18,20.0,7,14,17,0.0
resnet18,20.0,7,15,17,0.0
resnet18,20.0,7,16,17,0.0
resnet18,40.0,7,0,17,0.19614028930664062
resnet18,40.0,7,1,17,0.1024932861328125
resnet18,40.0,7,2,17,0.02158355712890625
resnet18,40.0,7,3,17,0.11062240600585938
resnet18,40.0,7,4,17,0.002391815185546875
resnet18,40.0,7,5,17,0.1213226318359375
resnet18,40.0,7,6,17,0.1287078857421875
resnet18,40.0,7,7,17,0.0009918212890625
resnet18,40.0,7,8,17,0.01085662841796875
resnet18,40.0,7,9,17,0.00177001953125
resnet18,40.0,7,10,17,0.0049285888671875
resnet18,40.0,7,11,17,0.0
resnet18,40.0,7,12,17,6.103515625e-05
resnet18,40.0,7,13,17,0.0
resnet18,40.0,7,14,17,0.0
resnet18,40.0,7,15,17,0.0
resnet18,40.0,7,16,17,0.0
vgg11,1.0,0,0,9,1.0
vgg11,1.0,0,1,9,1.0
vgg11,1.0,0,2,9,1.0
vgg11,1.0,0,3,9,1.0
vgg11,1.0,0,4,9,1.0
vgg11,1.0,0,5,9,1.0
vgg11,1.0,0,6,9,1.0
vgg11,1.0,0,7,9,1.0
vgg11,1.0,0,8,9,1.0
vgg11,2.0,0,0,9,0.9998588562011719
vgg11,2.0,0,1,9,1.0
vgg11,2.0,0,2,9,1.0
vgg11,2.0,0,3,9,1.0
vgg11,2.0,0,4,9,1.0
vgg11,2.0,0,5,9,1.0
vgg11,2.0,0,6,9,1.0
vgg11,2.0,0,7,9,1.0
vgg11,2.0,0,8,9,1.0
vgg11,5.0,0,0,9,0.9041824340820312
vgg11,5.0,0,1,9,0.98004150390625
vgg11,5.0,0,2,9,1.0
vgg11,5.0,0,3,9,1.0
vgg11,5.0,0,4,9,1.0
vgg11,5.0,0,5,9,1.0
vgg11,5.0,0,6,9,1.0
vgg11,5.0,0,7,9,1.0
vgg11,5.0,0,8,9,1.0
vgg11,10.0,0,0,9,0.6154747009277344
vgg11,10.0,0,1,9,0.71490478515625
vgg11,10.0,0,2,9,0.8123931884765625
vgg11,10.0,0,3,9,0.9992523193359375
vgg11,10.0,0,4,9,1.0
vgg11,10.0,0,5,9,1.0
vgg11,10.0,0,6,9,1.0
vgg11,10.0,0,7,9,1.0
vgg11,10.0,0,8,9,1.0
vgg11,20.0,0,0,9,0.35453033447265625
vgg11,20.0,0,1,9,0.38214111328125
vgg11,20.0,0,2,9,0.2986907958984375
vgg11,20.0,0,3,9,0.0445098876953125
vgg11,20.0,0,4,9,0.0
vgg11,20.0,0,5,9,0.0
vgg11,20.0,0,6,9,0.0
vgg11,20.0,0,7,9,0.0
vgg11,20.0,0,8,9,0.0
vgg11,40.0,0,0,9,0.19614791870117188
vgg11,40.0,0,1,9,0.1962127685546875
vgg11,40.0,0,2,9,0.11767578125
vgg11,40.0,0,3,9,0.0013427734375
vgg11,40.0,0,4,9,0.0
vgg11,40.0,0,5,9,0.0
vgg11,40.0,0,6,9,0.0
vgg11,40.0,0,7,9,0.0
vgg11,40.0,0,8,9,0.0
vgg11,1.0,1,0,9,1.0
vgg11,1.0,1,1,9,1.0
vgg11,1.0,1,2,9,1.0
vgg11,1.0,1,3,9,1.0
vgg11,1.0,1,4,9,1.0
vgg11,1.0,1,5,9,1.0
vgg11,1.0,1,6,9,1.0
vgg11,1.0,1,7,9,1.0
vgg11,1.0,1,8,9,1.0
vgg11,2.0,1,0,9,0.9998664855957031
vgg11,2.0,1,1,9,1.0
vgg11,2.0,1,2,9,1.0
vgg11,2.0,1,3,9,1.0
vgg11,2.0,1,4,9,1.0
vgg11,2.0,1,5,9,1.0
vgg11,2.0,1,6,9,1.0
vgg11,2.0,1,7,9,1.0
vgg11,2.0,1,8,9,1.0
vgg11,5.0,1,0,9,0.9073295593261719
vgg11,5.0,1,1,9,0.9886245727539062
vgg11,5.0,1,2,9,1.0
vgg11,5.0,1,3,9,1.0
vgg11,5.0,1,4,9,1.0
vgg11,5.0,1,5,9,1.0
vgg11,5.0,1,6,9,1.0
vgg11,5.0,1,7,9,1.0
vgg11,5.0,1,8,9,1.0
vgg11,10.0,1,0,9,0.617950439453125
vgg11,10.0,1,1,9,0.7074356079101562
vgg11,10.0,1,2,9,0.804595947265625
vgg11,10.0,1,3,9,0.9996490478515625
vgg11,10.0,1,4,9,1.0
vgg11,10.0,1,5,9,1.0
vgg11,10.0,1,6,9,1.0
vgg11,10.0,1,7,9,1.0
vgg11,10.0,1,8,9,1.0
vgg11,20.0,1,0,9,0.3567008972167969
vgg11,20.0,1,1,9,0.3779144287109375
vgg11,20.0,1,2,9,0.3043975830078125
vgg11,20.0,1,3,9,0.0380706787109375
vgg11,20.0,1,4,9,0.0
vgg11,20.0,1,5,9,0.0
vgg11,20.0,1,6,9,0.0
vgg11,20.0,1,7,9,0.0
vgg11,20.0,1,8,9,0.0
vgg11,40.0,1,0,9,0.19647216796875
vgg11,40.0,1,1,9,0.1985321044921875
vgg11,40.0,1,2,9,0.1212158203125
vgg11,40.0,1,3,9,0.0008544921875
vgg11,40.0,1,4,9,0.0
vgg11,40.0,1,5,9,0.0
vgg11,40.0,1,6,9,0.0
vgg11,40.0,1,7,9,0.0
vgg11,40.0,1,8,9,0.0
vgg11,1.0,2,0,9,1.0
vgg11,1.0,2,1,9,1.0
vgg11,1.0,2,2,9,1.0
vgg11,1.0,2,3,9,1.0
vgg11,1.0,2,4,9,1.0
vgg11,1.0,2,5,9,1.0
vgg11,1.0,2,6,9,1.0
vgg11,1.0,2,7,9,1.0
vgg11,1.0,2,8,9,1.0
vgg11,2.0,2,0,9,0.999847412109375
vgg11,2.0,2,1,9,1.0
vgg11,2.0,2,2,9,1.0
vgg11,2.0,2,3,9,1.0
vgg11,2.0,2,4,9,1.0
vgg11,2.0,2,5,9,1.0
vgg11,2.0,2,6,9,1.0
vgg11,2.0,2,7,9,1.0
vgg11,2.0,2,8,9,1.0
vgg11,5.0,2,0,9,0.9073638916015625
vgg11,5.0,2,1,9,0.9835891723632812
vgg11,5.0,2,2,9,1.0
vgg11,5.0,2,3,9,1.0
vgg11,5.0,2,4,9,1.0
vgg11,5.0,2,5,9,1.0
vgg11,5.0,2,6,9,1.0
vgg11,5.0,2,7,9,1.0
vgg11,5.0,2,8,9,1.0
vgg11,10.0,2,0,9,0.6178359985351562
vgg11,10.0,2,1,9,0.6917343139648438
vgg11,10.0,2,2,9,0.8156280517578125
vgg11,10.0,2,3,9,0.9975738525390625
vgg11,10.0,2,4,9,1.0
vgg11,10.0,2,5,9,1.0
vgg11,10.0,2,6,9,1.0
vgg11,10.0,2,7,9,1.0
vgg11,10.0,2,8,9,1.0
vgg11,20.0,2,0,9,0.3565521240234375
vgg11,20.0,2,1,9,0.35820770263671875
vgg11,20.0,2,2,9,0.3214874267578125
vgg11,20.0,2,3,9,0.0697479248046875
vgg11,20.0,2,4,9,0.0
vgg11,20.0,2,5,9,0.0
vgg11,20.0,2,6,9,0.0
vgg11,20.0,2,7,9,0.0
vgg11,20.0,2,8,9,0.0
vgg11,40.0,2,0,9,0.19551467895507812
vgg11,40.0,2,1,9,0.18773651123046875
vgg11,40.0,2,2,9,0.1338958740234375
vgg11,40.0,2,3,9,0.00384521484375
vgg11,40.0,2,4,9,0.0
vgg11,40.0,2,5,9,0.0
vgg11,40.0,2,6,9,0.0
vgg11,40.0,2,7,9,0.0
vgg11,40.0,2,8,9,0.0
vgg11,1.0,3,0,9,1.0
vgg11,1.0,3,1,9,1.0
vgg11,1.0,3,2,9,1.0
vgg11,1.0,3,3,9,1.0
vgg11,1.0,3,4,9,1.0
vgg11,1.0,3,5,9,1.0
vgg11,1.0,3,6,9,1.0
vgg11,1.0,3,7,9,1.0
vgg11,1.0,3,8,9,1.0
vgg11,2.0,3,0,9,0.9998931884765625
vgg11,2.0,3,1,9,1.0
vgg11,2.0,3,2,9,1.0
vgg11,2.0,3,3,9,1.0
vgg11,2.0,3,4,9,1.0
vgg11,2.0,3,5,9,1.0
vgg11,2.0,3,6,9,1.0
vgg11,2.0,3,7,9,1.0
vgg11,2.0,3,8,9,1.0
vgg11,5.0,3,0,9,0.9068069458007812
vgg11,5.0,3,1,9,0.9804306030273438
vgg11,5.0,3,2,9,1.0
vgg11,5.0,3,3,9,1.0
vgg11,5.0,3,4,9,1.0
vgg11,5.0,3,5,9,1.0
vgg11,5.0,3,6,9,1.0
vgg11,5.0,3,7,9,1.0
vgg11,5.0,3,8,9,1.0
vgg11,10.0,3,0,9,0.6190910339355469
vgg11,10.0,3,1,9,0.63665771484375
vgg11,10.0,3,2,9,0.83880615234375
vgg11,10.0,3,3,9,0.999908447265625
vgg11,10.0,3,4,9,1.0
vgg11,10.0,3,5,9,1.0
vgg11,10.0,3,6,9,1.0
vgg11,10.0,3,7,9,1.0
vgg11,10.0,3,8,9,1.0
vgg11,20.0,3,0,9,0.3566169738769531
vgg11,20.0,3,1,9,0.3080596923828125
vgg11,20.0,3,2,9,0.2868499755859375
vgg11,20.0,3,3,9,0.018463134765625
vgg11,20.0,3,4,9,0.0
vgg11,20.0,3,5,9,0.0
vgg11,20.0,3,6,9,0.0
vgg11,20.0,3,7,9,0.0
vgg11,20.0,3,8,9,0.0
vgg11,40.0,3,0,9,0.19626998901367188
vgg11,40.0,3,1,9,0.1565704345703125
vgg11,40.0,3,2,9,0.1067047119140625
vgg11,40.0,3,3,9,0.0001983642578125
vgg11,40.0,3,4,9,0.0
vgg11,40.0,3,5,9,0.0
vgg11,40.0,3,6,9,0.0
vgg11,40.0,3,7,9,0.0
vgg11,40.0,3,8,9,0.0
vgg11,1.0,4,0,9,1.0
vgg11,1.0,4,1,9,1.0
vgg11,1.0,4,2,9,1.0
vgg11,1.0,4,3,9,1.0
vgg11,1.0,4,4,9,1.0
vgg11,1.0,4,5,9,1.0
vgg11,1.0,4,6,9,1.0
vgg11,1.0,4,7,9,1.0
vgg11,1.0,4,8,9,1.0
vgg11,2.0,4,0,9,0.9999008178710938
vgg11,2.0,4,1,9,1.0
vgg11,2.0,4,2,9,1.0
vgg11,2.0,4,3,9,1.0
vgg11,2.0,4,4,9,1.0
vgg11,2.0,4,5,9,1.0
vgg11,2.0,4,6,9,1.0
vgg11,2.0,4,7,9,1.0
vgg11,2.0,4,8,9,1.0
vgg11,5.0,4,0,9,0.9091300964355469
vgg11,5.0,4,1,9,0.9777603149414062
vgg11,5.0,4,2,9,1.0
vgg11,5.0,4,3,9,1.0
vgg11,5.0,4,4,9,1.0
vgg11,5.0,4,5,9,1.0
vgg11,5.0,4,6,9,1.0
vgg11,5.0,4,7,9,1.0
vgg11,5.0,4,8,9,1.0
vgg11,10.0,4,0,9,0.62042236328125
vgg11,10.0,4,1,9,0.6947021484375
vgg11,10.0,4,2,9,0.8217926025390625
vgg11,10.0,4,3,9,0.9996490478515625
vgg11,10.0,4,4,9,1.0
vgg11,10.0,4,5,9,1.0
vgg11,10.0,4,6,9,1.0
vgg11,10.0,4,7,9,1.0
vgg11,10.0,4,8,9,1.0
vgg11,20.0,4,0,9,0.35575103759765625
vgg11,20.0,4,1,9,0.35425567626953125
vgg11,20.0,4,2,9,0.2905426025390625
vgg11,20.0,4,3,9,0.0279541015625
vgg11,20.0,4,4,9,0.0
vgg11,20.0,4,5,9,0.0
vgg11,20.0,4,6,9,0.0
vgg11,20.0,4,7,9,0.0
vgg11,20.0,4,8,9,0.0
vgg11,40.0,4,0,9,0.19671249389648438
vgg11,40.0,4,1,9,0.18215179443359375
vgg11,40.0,4,2,9,0.1133880615234375
vgg11,40.0,4,3,9,0.0003509521484375
vgg11,40.0,4,4,9,0.0
vgg11,40.0,4,5,9,0.0
vgg11,40.0,4,6,9,0.0
vgg11,40.0,4,7,9,0.0
vgg11,40.0,4,8,9,0.0
vgg11,1.0,5,0,9,1.0
vgg11,1.0,5,1,9,1.0
vgg11,1.0,5,2,9,1.0
vgg11,1.0,5,3,9,1.0
vgg11,1.0,5,4,9,1.0
vgg11,1.0,5,5,9,1.0
vgg11,1.0,5,6,9,1.0
vgg11,1.0,5,7,9,1.0
vgg11,1.0,5,8,9,1.0
vgg11,2.0,5,0,9,0.9998703002929688
vgg11,2.0,5,1,9,1.0
vgg11,2.0,5,2,9,1.0
vgg11,2.0,5,3,9,1.0
vgg11,2.0,5,4,9,1.0
vgg11,2.0,5,5,9,1.0
vgg11,2.0,5,6,9,1.0
vgg11,2.0,5,7,9,1.0
vgg11,2.0,5,8,9,1.0
vgg11,5.0,5,0,9,0.9046897888183594
vgg11,5.0,5,1,9,0.9936294555664062
vgg11,5.0,5,2,9,1.0
vgg11,5.0,5,3,9,1.0
vgg11,5.0,5,4,9,1.0
vgg11,5.0,5,5,9,1.0
vgg11,5.0,5,6,9,1.0
vgg11,5.0,5,7,9,1.0
vgg11,5.0,5,8,9,1.0
vgg11,10.0,5,0,9,0.6139144897460938
vgg11,10.0,5,1,9,0.7313690185546875
vgg11,10.0,5,2,9,0.8180999755859375
vgg11,10.0,5,3,9,0.9987640380859375
vgg11,10.0,5,4,9,1.0
vgg11,10.0,5,5,9,1.0
vgg11,10.0,5,6,9,1.0
vgg11,10.0,5,7,9,1.0
vgg11,10.0,5,8,9,1.0
vgg11,20.0,5,0,9,0.35279083251953125
vgg11,20.0,5,1,9,0.399017333984375
vgg11,20.0,5,2,9,0.3345794677734375
vgg11,20.0,5,3,9,0.0472259521484375
vgg11,20.0,5,4,9,0.0
vgg11,20.0,5,5,9,0.0
vgg11,20.0,5,6,9,0.0
vgg11,20.0,5,7,9,0.0
vgg11,20.0,5,8,9,0.0
vgg11,40.0,5,0,9,0.19444656372070312
vgg11,40.0,5,1,9,0.21392059326171875
vgg11,40.0,5,2,9,0.142303466796875
vgg11,40.0,5,3,9,0.0014801025390625
vgg11,40.0,5,4,9,0.0
vgg11,40.0,5,5,9,0.0
vgg11,40.0,5,6,9,0.0
vgg11,40.0,5,7,9,0.0
vgg11,40.0,5,8,9,0.0
vgg11,1.0,6,0,9,1.0
vgg11,1.0,6,1,9,1.0
vgg11,1.0,6,2,9,1.0
vgg11,1.0,6,3,9,1.0
vgg11,1.0,6,4,9,1.0
vgg11,1.0,6,5,9,1.0
vgg11,1.0,6,6,9,1.0
vgg11,1.0,6,7,9,1.0
vgg11,1.0,6,8,9,1.0
vgg11,2.0,6,0,9,0.9998359680175781
vgg11,2.0,6,1,9,1.0
vgg11,2.0,6,2,9,1.0
vgg11,2.0,6,3,9,1.0
vgg11,2.0,6,4,9,1.0
vgg11,2.0,6,5,9,1.0
vgg11,2.0,6,6,9,1.0
vgg11,2.0,6,7,9,1.0
vgg11,2.0,6,8,9,1.0
vgg11,5.0,6,0,9,0.9067230224609375
vgg11,5.0,6,1,9,0.9855499267578125
vgg11,5.0,6,2,9,1.0
vgg11,5.0,6,3,9,1.0
vgg11,5.0,6,4,9,1.0
vgg11,5.0,6,5,9,1.0
vgg11,5.0,6,6,9,1.0
vgg11,5.0,6,7,9,1.0
vgg11,5.0,6,8,9,1.0
vgg11,10.0,6,0,9,0.6170387268066406
vgg11,10.0,6,1,9,0.6950225830078125
vgg11,10.0,6,2,9,0.8433837890625
vgg11,10.0,6,3,9,0.996368408203125
vgg11,10.0,6,4,9,1.0
vgg11,10.0,6,5,9,1.0
vgg11,10.0,6,6,9,1.0
vgg11,10.0,6,7,9,1.0
vgg11,10.0,6,8,9,1.0
vgg11,20.0,6,0,9,0.3552589416503906
vgg11,20.0,6,1,9,0.3525848388671875
vgg11,20.0,6,2,9,0.3179931640625
vgg11,20.0,6,3,9,0.0433502197265625
vgg11,20.0,6,4,9,0.0
vgg11,20.0,6,5,9,0.0
vgg11,20.0,6,6,9,0.0
vgg11,20.0,6,7,9,0.0
vgg11,20.0,6,8,9,0.0
vgg11,40.0,6,0,9,0.19599533081054688
vgg11,40.0,6,1,9,0.18169403076171875
vgg11,40.0,6,2,9,0.12969970703125
vgg11,40.0,6,3,9,0.0011749267578125
vgg11,40.0,6,4,9,0.0
vgg11,40.0,6,5,9,0.0
vgg11,40.0,6,6,9,0.0
vgg11,40.0,6,7,9,0.0
vgg11,40.0,6,8,9,0.0
vgg11,1.0,7,0,9,1.0
vgg11,1.0,7,1,9,1.0
vgg11,1.0,7,2,9,1.0
vgg11,1.0,7,3,9,1.0
vgg11,1.0,7,4,9,1.0
vgg11,1.0,7,5,9,1.0
vgg11,1.0,7,6,9,1.0
vgg11,1.0,7,7,9,1.0
vgg11,1.0,7,8,9,1.0
vgg11,2.0,7,0,9,0.9998550415039062
vgg11,2.0,7,1,9,1.0
vgg11,2.0,7,2,9,1.0
vgg11,2.0,7,3,9,1.0
vgg11,2.0,7,4,9,1.0
vgg11,2.0,7,5,9,1.0
vgg11,2.0,7,6,9,1.0
vgg11,2.0,7,7,9,1.0
vgg11,2.0,7,8,9,1.0
vgg11,5.0,7,0,9,0.9033355712890625
vgg11,5.0,7,1,9,0.9771041870117188
vgg11,5.0,7,2,9,0.9993133544921875
vgg11,5.0,7,3,9,1.0
vgg11,5.0,7,4,9,1.0
vgg11,5.0,7,5,9,1.0
vgg11,5.0,7,6,9,1.0
vgg11,5.0,7,7,9,1.0
vgg11,5.0,7,8,9,1.0
vgg11,10.0,7,0,9,0.6150321960449219
vgg11,10.0,7,1,9,0.6922760009765625
vgg11,10.0,7,2,9,0.8341217041015625
vgg11,10.0,7,3,9,0.9981536865234375
vgg11,10.0,7,4,9,1.0
vgg11,10.0,7,5,9,1.0
vgg11,10.0,7,6,9,1.0
vgg11,10.0,7,7,9,1.0
vgg11,10.0,7,8,9,1.0
vgg11,20.0,7,0,9,0.355621337890625
vgg11,20.0,7,1,9,0.3737335205078125
vgg11,20.0,7,2,9,0.3313751220703125
vgg11,20.0,7,3,9,0.0363006591796875
vgg11,20.0,7,4,9,0.0
vgg11,20.0,7,5,9,0.0
vgg11,20.0,7,6,9,0.0
vgg11,20.0,7,7,9,0.0
vgg11,20.0,7,8,9,0.0
vgg11,40.0,7,0,9,0.19614028930664062
vgg11,40.0,7,1,9,0.1986236572265625
vgg11,40.0,7,2,9,0.1349639892578125
vgg11,40.0,7,3,9,0.0011138916015625
vgg11,40.0,7,4,9,0.0
vgg11,40.0,7,5,9,0.0
vgg11,40.0,7,6,9,0.0
vgg11,40.0,7,7,9,0.0
vgg11,40.0,7,8,9,0.0
